Ticker,MMBuy,MMSell,AI1-Average,AI1-Previous,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-Previous,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-Previous,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-Previous,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC21-Previous,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-Previous,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
F,,,1000,1000,415,2900,1364,98,353,298,1000,1000,116,1000,116,,,0,1000,1000,181,1000,181,,,0,1428.59,2000,5636,2000,23115,4,762,10985,222.22,,1000,2900,8594,,,0,2029.86,2600,89,1500,2521,20,508,620
FAL,,,2000,2000,11,2030,6199,120,2000,2944,2773,2800,1572,2800,6174,500,2050,2006,1026.64,,,,0,,,0,2800,2800,414,2800,4319,200,2500,5299,1026.64,,10,2730,10,,,0,3700,3700,500,3690,1399,1000,1500,1000
FAN,,,3125.58,3450,100,3300,1537,100,2400,2580,2849.16,2850,14,2850,14,200,2210,1670,972.26,,,,0,,,0,3190,3190,18,3190,1463,193,2210,2041,1000,1000,,,0,,,0,2765.87,3100,183,3100,183,199,2210,1202
FC,,,5850,5850,256,7490,1727,134,5850,3343,7428.78,7900,45,7890,1103,100,6000,1466,2253.14,,,,0,,,0,6017.14,6390,482,6390,4871,100,5100,3227,2253.14,,,,0,,,0,9759.92,10000,11,9980,160,500,4700,520
FE,,,1145.7,1150,6,1150,35470,958,1000,10137,1050,1050,102,1050,20875,946,820,9601,850,850,1309,1200,1309,267,850,1316,969,969,472,969,27246,929,901,9142,856.06,900,112,900,1219,,,0,1030,1030,80,1030,9437,5,851,5924
FEO,32,,153,153,155,153,90515,6231,125,19431,96,96,84,100,57926,763,96,20146,120,120,1000,150,1000,2917,120,3870,100,100,2,100,82916,180,81,42598,120,120,189,120,6580,73,80,73,110,110,38,130,17518,130,110,15659
FET,,,3990,3990,72,3990,8112,1000,2350,4368,3450,3450,200,3500,5277,182,3450,1199,1760.8,,100,10000,100,,,0,3200,3200,219,3200,10130,834,2400,1834,1760.8,,,,0,,,0,4300,4300,1424,4000,5169,8,1000,8
FF,9,24,24,24,100,24,622616,507,23.9,471911,22.4,22.4,3941,22.4,704497,57424,21,287543,23.5,23.5,62804,23.5,63585,95071,23,123998,23,23,5358,23.9,41676,1199,23,440216,23.5,23.5,12000,23.5,33000,1000,21,20056,23.9,23.9,18119,23.9,1098972,1500,21.3,979109
FFC,240000,,339309.89,339000,12,340000,28,100,240000,100,333747.21,333000,1,334000,6,100,240000,100,144217.29,,,,0,,,0,330000,330000,9,330000,16,2,280000,103,144217.29,,,,0,,,0,415833.14,420000,1,430000,1,2,300000,105
FIM,,,3720,3720,520,3720,21877,171,2830,4901,3450,3450,325,3450,8850,223,3020,4723,5500,5500,240,5500,240,100,3350,150,3761.98,3640,140,3630,11598,9,3100,8411,2900,2900,100,7000,100,100,3000,100,3200,3200,41,3200,15537,1951,3020,8920
FIR,,,1200000,1200000,1,1280000,3,2,950000,2,1100000,1100000,4,1250000,9,1,1100000,2,575129.16,,1,1300000,1,,,0,969000,969000,1,1100000,16,2,870000,2,575129.16,,,,0,,,0,1050000,1050000,2,1350000,4,1,1050000,2
FLO,,,21100,21100,254,29500,508,1,2110,1,28000,28000,11,28000,61,,,0,10143.35,,,,0,,,0,19200,19200,10,19200,337,,,0,10143.35,,,,0,,,0,3500,3500,42,29000,135,,,0
FLP,,,1382.14,1470,638,1470,9888,100,500,1874,749,749,412,749,644,70,551,887,800,800,234,800,530,500,300,500,649,649,333,690,8440,860,480,4030,850,850,54,850,104,120,600,120,800,800,13,800,782,30,506,670
FLX,,,278,278,1004,278,113785,124,255,39044,254.37,255,5016,255,87695,8370,210,22158,350,350,100,350,2100,,,0,249,249,954,250,158652,155,249,51553,300,300,1200,300,2526,380,100,380,255.68,245,718,265,26730,340,245,1861
FOD,,,400,400,64,975,195,7297,400,7306,502.86,625,14,625,629,500,500,1000,290,290,,,0,,,0,553.15,685,96,684,1425,475,340,5452,420,420,,,0,372,400,372,350,350,302,455,1283,8942,350,42339
FSE,,,967629.06,997000,1,997000,20,1,800000,1,913548.34,850000,1,987000,15,2,850000,6,425346.38,,,,0,,,0,943000,943000,4,943000,8,,,0,425346.38,,,,0,,,0,948578.87,959000,1,959000,4,1,650000,1
FUN,,,160000,160000,17,249000,21,,,0,140000,140000,30,200000,33,,,0,59586.98,,,,0,,,0,165000,165000,212,165000,214,,,0,59586.98,,,,0,,,0,150000,150000,,,0,,,0
GAL,57,,400,400,610,400,610,1926,100,2636,172,172,1647,245,12167,751,171,23772,150,150,1161,150,8728,,,0,274,274,796,275,40827,60,274,11594,215,215,1100,215,1110,,,0,323,323,73,323,32496,323,160,67878
GC,,,468.42,489,348,489,23918,547,410,9059,497.51,498,257,498,4155,2000,415,2896,153.66,,,,0,,,0,420,420,7,430,14846,1660,420,12810,350,350,,,0,30,350,30,400,400,2428,500,2904,480,400,2570
GCH,,,14500,14500,2,14500,2,,,0,20000,20000,48,16000,50,,,0,20162.33,,,,0,,,0,25000,25000,5,40000,7,,,0,20162.33,,1,20200,1,,,0,10000,10000,,,0,,,0
GEN,,,240000,240000,1,245000,17,1,164000,1,200000,200000,7,200000,13,,,0,251289.75,,,,0,,,0,240000,240000,1,240000,5,1,163000,1,251289.75,,,,0,,,0,210000,210000,3,210000,3,5,160000,5
GIN,,,1800,1800,1197,1940,7183,466,1800,3221,1900,1900,21,1900,5686,1661,1610,3108,3000,3000,12,3000,630,,,0,2015.11,1930,13,1930,17418,175,1800,3896,1300,1300,500,3200,530,400,1300,400,2000,2000,13,2000,13572,8,1850,1973
GL,,,480,480,5237,480,49231,1140,376,142452,420,420,3859,420,63924,100,332,106110,700,700,3327,400,3869,,,0,335,335,2115,420,71697,271,335,171637,390,390,215,390,2214,23,300,23,300,300,100,365,31569,2800,300,110944
GNZ,,,8000,8000,,,0,,,0,32000,32000,1,25000,21,,,0,43211.3,,,,0,,,0,150,150,,,0,,,0,43211.3,,,,0,,,0,43211.3,,10,60000,10,,,0
GRA,,,4638.43,5000,977,5000,977,2,4500,1208,5000,5000,951,5000,951,2,3500,772,4200,4200,,,0,,,0,4350,4350,690,4350,6690,30,3610,2003,3290,3290,,,0,,,0,9000,9000,661,9000,699,75,3110,3475
GRN,86,,481,481,468,481,97499,1000,407,36228,499,499,81,499,236,968,400,23665,450,450,478,499,759,,,0,639,639,236,639,13901,200,460,53803,395,395,79,395,79,325,350,544,598,598,386,598,24962,243,462,56384
GV,,,2970,2970,13,2970,637,1000,2500,6158,2500,2500,95,2790,3006,184,2500,334,1032.55,,,,0,,,0,2463.9,2540,89,2540,4972,587,2100,1687,2440,2440,7,2440,7,,,0,2000,2000,22,4900,89,492,2000,492
GWS,,,11000000,11000000,1,12400000,6,1,10100000,1,11000000,11000000,1,13000000,1,1,11000000,1,5335433.85,,,,0,,,0,13000000,13000000,1,13000000,2,,,0,5335433.85,,,,0,,,0,13000000,13000000,1,13000000,1,2,11000000,2
H,50,,130,130,1188,130,185047,2938,129,172968,128,128,1111,128,152514,74603,125,136830,110,110,,,0,676,110,5676,138,138,1600,138,76053,40,122,98247,154.06,155,600,155,3100,500,140,18897,110,110,6439,117,223427,156,110,291455
H2O,10,,63.7,63.7,4440,63.7,3185594,61619,61.7,554535,63.7,63.7,14334,63.8,145940,41927,61.8,173602,65,65,9750,65,38807,400,52.1,40338,62,62,3987,62,424316,13183,60,460001,46.16,47,9000,47,53700,20000,41,27409,65.4,65.4,9882,65.4,762658,2000,63.3,157232
HAB,,,146205.5,160000,,,0,10,120000,10,120644.56,135000,7,135000,7,30,105000,48,53399.55,,,,0,,,0,127264,134000,,,0,10,100000,10,53399.55,,,,0,,,0,125000,125000,,,0,20,100000,20
HAL,75,,375,375,1820,375,55432,200,320,88948,340,340,48,430,75203,280,340,8963,352.96,400,2950,400,3200,500,280,1963,350,350,800,350,90246,50,291,28644,336.61,350,1075,350,1075,100,250,100,318,318,47,389,67026,950,318,20839
HAM,,,7000000,7000000,,,0,,,0,6900000,6900000,1,5750000,1,,,0,2823502.44,,,,0,,,0,5750000,5750000,1,5750000,2,,,0,2823502.44,,,,0,,,0,2823502.44,,,,0,,,0
HCB,,,4180000,4180000,2,4100000,7,,,0,4271520.88,4380000,1,4380000,7,2,3800000,3,1709085.34,,,,0,,,0,4000000,4000000,1,4000000,6,,,0,1709085.34,,,,0,,,0,5000000,5000000,1,4370000,1,,,0
HCC,,,780.27,840,2849,840,15019,1000,720,9262,728.15,700,1850,765,16804,1500,700,2500,640,640,,,0,,,0,815.62,898,540,898,3190,2000,700,9740,620,620,200,670,400,,,0,712.89,650,3870,745,10093,970,650,1470
HCP,88,,459,459,1141,459,101689,8000,411,26351,411,411,62,411,23264,4,321,11689,350,350,,,0,,,0,401,401,390,489,27439,984,401,38758,325,325,,,0,514,300,514,428,428,263,428,20520,500,405,106793
HD,,,4380,4380,125,4380,1196,10,3850,293,4500,4500,30,4490,350,30,3900,1040,1599.62,,50,4000,50,,,0,3880,3880,68,3880,3502,114,3400,1564,1599.62,,,,0,,,0,4459.62,4500,6,4400,8,50,3800,476
HE,75,,205,205,67,205,102332,15,190,123506,290,290,913,290,11514,20,270,7859,350,350,213,350,213,,,0,230,230,492,230,93797,500,126,31540,160,160,580,250,580,200,90,200,239,239,46,239,24373,4,225,13053
HE3,,,500,500,392,500,31146,1000,220,2571,450,450,3978,450,5245,1000,440,6396,0.32,0.32,,,0,,,0,500,500,240,500,4077,1400,285,17466,500,500,20,942,20,44,500,454,480,480,1360,480,6960,200,350,5320
HER,,,4300,4300,40,4540,15307,303,4300,12573,4000,4000,259,4470,1936,2,3810,5386,2000,2000,,,0,720,3800,1220,4800,4800,246,4800,9494,300,4110,7430,2400,2400,,,0,200,3000,400,4450,4450,44,4450,6032,627,3900,19387
HEX,,,2000,2000,13403,2000,20627,1,80,1,200,200,70,500,7169,,,0,41.14,,,,0,,,0,2000,2000,3306,2000,3306,,,0,41.14,,,,0,,,0,2000,2000,1671,2000,1671,,,0
HHP,,,8000,8000,,,0,,,0,10000,10000,5,8900,5,,,0,3360.4,,,,0,,,0,5000,5000,58,5000,61,,,0,3360.4,,,,0,,,0,10000,10000,,,0,,,0
HMS,,,2050,2050,764,2050,33450,12,1900,6483,1820,1820,5032,1900,16813,148,1820,1148,3400,3400,94,3400,113,,,0,1820,1820,8,1820,9509,1392,1810,4779,2063.9,2300,197,2300,734,,,0,1930,1930,1068,1930,8001,200,1650,4603
HNZ,,,75000,75000,,,0,,,0,90000,90000,29,90000,29,,,0,99221.11,,,,0,,,0,99221.11,,,,0,,,0,99120.1,,,,0,,,0,99221.11,,,,0,,,0
HOG,,,7210,7210,105,9990,109,92,7210,401,9958.04,10400,13,10400,174,,,0,3905.03,,,,0,,,0,18000,18000,10,16000,30,,,0,500,500,19,7500,19,,,0,9700,9700,5,15000,5,,,0
HOP,,,3500,3500,182,3500,2332,5,3220,6785,3700,3700,106,3700,1724,5,3210,2478,2400,2400,,,0,,,0,4080,4080,119,4080,2695,21,3030,7109,2620,2620,,,0,,,0,3820,3820,73,3820,2630,50,3500,1450
HPC,,,39900,39900,15,38000,425,100,35000,400,35000,35000,,,0,96,35000,116,13101.5,,,,0,,,0,38900,38900,20,38900,240,100,35000,158,28000,28000,,,0,,,0,40000,40000,10,40000,20,10,36000,110
HPR,,,1300000,1300000,1,2000000,1,,,0,1440000,1440000,1,1370000,5,,,0,1750000,1750000,,,0,,,0,1700000,1700000,1,1490000,4,1,1250000,1,743176.26,,,,0,,,0,1490000,1490000,1,1490000,2,,,0
HSE,,,16400,16400,214,16400,2920,1,15500,900,16500,16500,388,16500,1204,50,16000,113,17500,17500,67,17500,113,,,0,16400,16400,12,16300,835,250,13200,1049,16000,16000,2,16000,2,30,5000,30,17091.67,17500,33,17500,260,474,13700,775
HSS,,,3420,3420,863,3420,2620,6,2670,2116,3090,3090,971,3090,1520,4,2910,1635,2500,2500,,,0,2000,2000,2000,3240,3240,869,3240,4045,29,2710,3909,2500,2500,210,2500,230,,,0,3370,3370,8,3370,1118,30,2900,1079
HTE,,,4490000,4490000,1,4000000,4,1,2000000,2,4350000,4350000,1,4350000,3,,,0,1699123.8,,,,0,,,0,4300000,4300000,1,4000000,6,,,0,1699123.8,,,,0,,,0,5000000,5000000,1,5000000,1,,,0
HYR,,,4050000,4050000,1,4050000,4,,,0,3440000,3440000,3,3440000,4,,,0,1418066.88,,,,0,,,0,5000000,5000000,1,4000000,5,,,0,1418066.88,,,,0,,,0,2870000,2870000,,,0,,,0
I,,,1643.2,2100,736,2100,1538,50,760,1150,1782.9,1790,278,1790,708,1700,1300,7197,1500,1500,100,1000,100,,,0,2240,2240,179,2240,1827,79,1100,4046,1110,1110,,,0,30,1000,30,2340,2340,273,2340,519,500,702,700
IDC,11000,,11139.4,11000,59,11100,845,100,11000,100,11000,11000,2096,11100,2205,100,11000,100,10324.98,,,,0,,,0,11011.94,11000,73,11100,2938,100,11000,100,10324.98,,10,15400,10,,,0,11016.16,11000,84,11100,179,100,11000,100
IMM,,,100000,100000,11,125000,20,,,0,135000,135000,3,135000,35,6,110000,16,68316.59,,,,0,,,0,137500,140000,,,0,8,90000,13,68316.59,,,,0,,,0,100000,100000,,,0,7,100000,7
